6.988902289121105582e+01,9.657859089127435936e+01,-9.131100779641563303e-01
6.979493230824320449e+01,9.642411545709248344e+01,-7.945136414791498236e-01
6.969984896821907228e+01,9.626955671073829990e+01,-6.789700679670770400e-01
6.959754744924052261e+01,9.612478654326861260e+01,-5.785603687804901085e-01
6.949998570716891777e+01,9.600804367941293549e+01,-4.741786003717490816e-01
6.940441163464878116e+01,9.589738091898760786e+01,-3.654688522721611932e-01
6.931287221230643070e+01,9.578202656064762266e+01,-2.720109676755653738e-01
6.923022252646083530e+01,9.566493026735027172e+01,-2.133489168152814253e-01
6.915069788295268438e+01,9.554100013713438955e+01,-1.771277680376616981e-01
6.904578731860618745e+01,9.537304747502926716e+01,-1.289054684852593557e-01
6.890949692231153278e+01,9.514891091078496288e+01,-3.986794142504819505e-02
6.874523113648113792e+01,9.487174781972709070e+01,8.435914671795585740e-02
6.853948192750112867e+01,9.452332232322001460e+01,2.482428201896894615e-01
6.830228577641544518e+01,9.411057545361066445e+01,4.707270595805569391e-01
6.801955785663608367e+01,9.361547358467495883e+01,7.505927122666242735e-01
6.768186729155098647e+01,9.303075740114478265e+01,1.091103765051170349e+00
6.728694137335898517e+01,9.235993810131114401e+01,1.481654666913126750e+00
6.683397984341961262e+01,9.160081751823089746e+01,1.925728375738085418e+00
6.631744773168392726e+01,9.074088324647641457e+01,2.428301554364352466e+00
6.573989287507197332e+01,8.979622284843971158e+01,2.995469290794256612e+00
6.508750102247711311e+01,8.876420566726558548e+01,3.618474156635345107e+00
6.437327624977889684e+01,8.764048649388703893e+01,4.307182649956597942e+00
6.360456997146945213e+01,8.641080563537639136e+01,5.079719539054933009e+00
6.278860715544892912e+01,8.508456058209739581e+01,5.943366203447631335e+00
6.194097212676315678e+01,8.367725456243414328e+01,6.870416639615977594e+00
6.107903639728989020e+01,8.220930221730370135e+01,7.850161076912947955e+00
6.020355208871690422e+01,8.068748155344525230e+01,8.875714770003650500e+00
5.932853548497442375e+01,7.911628224854591451e+01,9.940424193211983450e+00
5.847664297752735507e+01,7.750925094569871021e+01,1.104363417983351425e+01
5.764287716855134391e+01,7.587623887196757266e+01,1.216381662279689557e+01
5.683078691295507667e+01,7.423543078986678267e+01,1.329840012768769064e+01
5.604791884121404166e+01,7.257683052292449588e+01,1.445819447923618739e+01
5.531326076977279627e+01,7.089468675671244569e+01,1.564620157865555861e+01
5.460508846580636799e+01,6.919721639061623364e+01,1.685357422206014633e+01
5.389961097409179303e+01,6.750947641259784859e+01,1.809201281537094985e+01
5.318772003886141420e+01,6.582978840603027493e+01,1.935670954752137973e+01
5.243568161078559342e+01,6.416409753509006464e+01,2.062724285495216847e+01
5.157750842706221306e+01,6.245807401429072314e+01,2.187586810089266720e+01
5.067163985693652961e+01,6.068259334108774539e+01,2.312069914594369635e+01
4.976348514014482305e+01,5.887250811941527218e+01,2.436247410733827223e+01
4.886201250124349116e+01,5.708385256199630930e+01,2.557532177878630719e+01
4.797274535816869445e+01,5.533497763787753598e+01,2.675202737185311364e+01
4.709446762825506028e+01,5.362500348601303557e+01,2.790702837091332356e+01
4.623134924812536894e+01,5.198416887141495124e+01,2.901334637953943840e+01
4.538643927623581220e+01,5.042020399826925114e+01,3.006516795373487128e+01
4.455207494209763297e+01,4.893181126311344542e+01,3.106058000209769432e+01
4.374063292027859973e+01,4.752397247303259320e+01,3.197124556350321001e+01
4.296524061124440408e+01,4.619589879031562418e+01,3.279294427591711525e+01
4.219660719282180139e+01,4.496295727096247674e+01,3.353770312571491985e+01
4.145326527377299186e+01,4.382261390513046706e+01,3.421246038588809313e+01
4.073790107397761062e+01,4.277664489252435942e+01,3.480882789298377844e+01
4.001926960914416043e+01,4.183381340844497487e+01,3.530994730662153813e+01
3.933201200892020921e+01,4.099217909458814546e+01,3.571260744041477153e+01
3.866365250149394228e+01,4.025214195502553594e+01,3.600131511615894908e+01
3.801276313602986079e+01,3.961288314908161823e+01,3.618013368860133028e+01
3.739321827294777734e+01,3.907093039518552757e+01,3.626870123196510320e+01
3.679250135885087758e+01,3.863709020618593826e+01,3.626913371712591072e+01
3.621807310311646688e+01,3.830616396984869709e+01,3.619439231424119185e+01
3.567991948348846165e+01,3.806150833376833020e+01,3.605981241970113160e+01
3.517836433030586107e+01,3.790982615618884921e+01,3.584209287536515376e+01
3.473232914846345665e+01,3.784588610647335827e+01,3.552351406256676825e+01
3.432102994259194872e+01,3.787441679833241182e+01,3.512479651084512255e+01
3.394797792300597195e+01,3.799332254183914870e+01,3.464716416172303326e+01
3.361416472692793178e+01,3.816605146118464376e+01,3.406923942943227956e+01
3.325862573492945273e+01,3.833650193902515468e+01,3.338884497469128831e+01
3.274073491695734361e+01,3.847604652339756370e+01,3.261308756574619139e+01
3.214098323299258197e+01,3.870689502322088771e+01,3.178011854391709079e+01
3.155319913510492214e+01,3.903564598628167204e+01,3.085992864619300491e+01
3.098627825959702875e+01,3.946495851752616346e+01,2.981771215340633319e+01
3.045520833180678721e+01,3.999023287242265923e+01,2.867743218915288139e+01
2.996542455611997724e+01,4.058868119566870547e+01,2.747031119119164089e+01
2.952683158276592579e+01,4.125596489321202398e+01,2.620083997957447153e+01
2.915876929008928542e+01,4.199054521686088037e+01,2.488997159101176493e+01
2.885725354875576798e+01,4.278536145238551569e+01,2.354327234516841472e+01
2.863634157362378474e+01,4.363292597098518399e+01,2.216578414328528268e+01
2.850659336083210249e+01,4.453048023803334132e+01,2.076738715136757918e+01
2.845241670911277510e+01,4.547473474424027273e+01,1.934790473771015584e+01
2.847116796406801242e+01,4.646978517639517037e+01,1.789324206674826812e+01
2.856391642270578757e+01,4.751113279378005672e+01,1.641410585960293389e+01
2.870154539450060227e+01,4.856354924263740713e+01,1.496538363337790223e+01
2.888108931440289950e+01,4.961436863874156700e+01,1.357916737987606126e+01
2.910108402246471826e+01,5.066385479501404632e+01,1.224913415039202036e+01
2.936299907517881280e+01,5.171152085723758773e+01,1.097274650550634867e+01
2.966207141132257874e+01,5.275286872077136735e+01,9.740702880306775668e+00
2.999592851796782966e+01,5.379544932733589491e+01,8.542214169715339978e+00
3.034706985570506887e+01,5.483364307917571523e+01,7.366870194162933316e+00
3.070870655212113931e+01,5.586532240782413083e+01,6.226654651209956981e+00
3.107090908422356179e+01,5.688285860440890929e+01,5.131795600642160338e+00
3.143411489092011379e+01,5.788710905501424975e+01,4.078464115015171920e+00
3.180336454266140578e+01,5.888196551118112865e+01,3.060156780077968097e+00
3.216710077877824858e+01,5.984713304214455576e+01,2.082332946619931402e+00
3.252882760818903307e+01,6.077281874208517820e+01,1.183294778619319532e+00
3.287293608899582864e+01,6.164694038132243747e+01,3.649534834181891174e-01
3.319869369860303010e+01,6.247960916405155984e+01,-4.044431668791843570e-01
3.350905795687378941e+01,6.327613451561625624e+01,-1.139261244728569489e+00
3.381676404507824429e+01,6.404327462798403303e+01,-1.829508071199053232e+00
3.411646827043399099e+01,6.477444648306558861e+01,-2.487248893177400610e+00
3.440979655291115336e+01,6.547198177431437216e+01,-3.108391224447015322e+00
3.470099753390510244e+01,6.613694631499585341e+01,-3.690824708574658164e+00
3.497936029733408247e+01,6.675652119510216664e+01,-4.235152107050092596e+00
3.524489989456372285e+01,6.733205231279558234e+01,-4.726401603054589451e+00
3.548495558133376448e+01,6.785499105420819888e+01,-5.162025023440547145e+00
3.570378674287471910e+01,6.832877074527938532e+01,-5.538700151258758808e+00
3.590013573434826810e+01,6.875719165165313029e+01,-5.871366184092051910e+00
3.608659224236785690e+01,6.915933064152629584e+01,-6.172383044469872182e+00
3.624889897887486256e+01,6.953018211769081347e+01,-6.466251479174840000e+00
3.639901990433409651e+01,6.987485168433708793e+01,-6.739154330675083848e+00
3.653618978244520576e+01,7.017581139011073788e+01,-6.975996310946066536e+00
3.667017725394912731e+01,7.042823494118451322e+01,-7.151434137219349729e+00
3.679283742733564821e+01,7.063153335764880580e+01,-7.273012435357472327e+00
3.690482373592348608e+01,7.080110522390623373e+01,-7.367728194429597366e+00
3.700856129909672632e+01,7.094672584016029759e+01,-7.455101973923359715e+00
3.710199283222320332e+01,7.106717789377081829e+01,-7.527452844598374604e+00
3.718187804136157837e+01,7.116538024847606891e+01,-7.583036762218460680e+00
3.725192077878778463e+01,7.125192637577256960e+01,-7.631005063126639065e+00
3.730929917051020794e+01,7.133494948241890654e+01,-7.691114636223834289e+00
3.734482536152280829e+01,7.140866243545264069e+01,-7.774585410963433141e+00
3.738715446155048738e+01,7.146909730739709232e+01,-7.843413596768414209e+00
3.743698112137457912e+01,7.149365305622363564e+01,-7.872189632523068248e+00
3.748512000463802707e+01,7.148486550274800777e+01,-7.866246040761789793e+00
3.754032131423256402e+01,7.145360226324383746e+01,-7.822999712785174253e+00
3.759585127911007163e+01,7.139991899768445194e+01,-7.753084810015884898e+00
3.763959231729234034e+01,7.134496897446952346e+01,-7.685830665425832819e+00
3.765806242876472254e+01,7.127964724724265011e+01,-7.627439205281922874e+00
3.765921085244114863e+01,7.120324632440907919e+01,-7.557707490686720320e+00
3.764075626653885109e+01,7.111872096315046576e+01,-7.486977721683899745e+00
3.761047189663239010e+01,7.103923830255382654e+01,-7.432322263701918175e+00
3.757005989057000050e+01,7.096782501469083115e+01,-7.391536301457755087e+00
3.751748060418317721e+01,7.089892199503519521e+01,-7.360086669395899506e+00
3.745696594347700170e+01,7.083291338247698832e+01,-7.348619288835331886e+00
3.740064744318834045e+01,7.078472120107848298e+01,-7.366719615011119160e+00
3.734365207591635993e+01,7.074998421955257299e+01,-7.409515844558053566e+00
3.727693077943417421e+01,7.071987658948866340e+01,-7.462326121003265200e+00
3.719667615184692266e+01,7.068997624530956614e+01,-7.525744091589981366e+00
3.712322623766440444e+01,7.066954112315458758e+01,-7.594985214289641462e+00
3.705429579906873983e+01,7.065396187257469762e+01,-7.668590967662564317e+00
3.697925600483441144e+01,7.063295117095600517e+01,-7.743824786130534932e+00
3.690783708753281900e+01,7.061570275385501816e+01,-7.816131531971251434e+00
3.682478509320932858e+01,7.058954674067754809e+01,-7.895202271428999552e+00
3.673455312165029341e+01,7.055962445742537170e+01,-7.970283777711034467e+00
3.663726887173837810e+01,7.052594644557058245e+01,-8.043271965231852505e+00
3.653291193289216920e+01,7.049391831459176672e+01,-8.120965726905396309e+00
3.641171569569243616e+01,7.045655396530737846e+01,-8.213917532311459269e+00
3.627592941705322005e+01,7.041131386561526995e+01,-8.315056958037123636e+00
3.613002075401558955e+01,7.035669347790080508e+01,-8.410932082734408510e+00
3.596736209601914425e+01,7.028159259780966295e+01,-8.501331270124103057e+00
3.578293115848882167e+01,7.017847018109152657e+01,-8.593192785584163218e+00
3.559457603433040873e+01,7.006693911377983852e+01,-8.681450432982078524e+00
3.545693322967703409e+01,6.998485444003671319e+01,-8.744397279181914229e+00
