X,Y,Z
-0.4113856082151555,0.13999999999999993,-0.4546648134836994
-0.4063978531225294,0.13999999999999993,-0.45885551355559123
-0.40134599315781605,0.13999999999999993,-0.4630090145740038
-0.3966737872575542,0.13999999999999993,-0.4667927379256792
-0.3926071786782892,0.13999999999999993,-0.4700711831143203
-0.38895302300408957,0.13999999999999993,-0.47299721117045124
-0.3855389965291459,0.13999999999999993,-0.47567437056590267
-0.38235882887330014,0.13999999999999993,-0.4781151846328073
-0.3794397354711294,0.13999999999999993,-0.4803078227810839
-0.3766553885413197,0.13999999999999993,-0.4823123198002521
-0.3739704644510864,0.13999999999999993,-0.48412224187250363
-0.371433114827859,0.13999999999999993,-0.48574237382954916
-0.3690386031166258,0.13999999999999993,-0.48724851524420887
-0.36681364134256356,0.13999999999999993,-0.48864941766534
-0.3630633342891345,0.13999999999999993,-0.49111913527435475
-0.36110347479960925,0.13999999999999993,-0.4923001040346986
-0.3592685899517119,0.13999999999999993,-0.49340937690895387
-0.3575822556975091,0.13999999999999993,-0.49441978635922157
-0.3559570732328504,0.13999999999999993,-0.495318287202766
-0.3542802529023471,0.13999999999999993,-0.4961172992386632
-0.35261779141514216,0.13999999999999993,-0.49682220129272003
-0.3515572959891831,0.13999999999999993,-0.49745193818046596
-0.3505520117656061,0.13999999999999993,-0.49799329086934063
-0.3496817470704573,0.13999999999999993,-0.4984672122595637
-0.34920444744819995,0.13999999999999993,-0.4988487393891616
-0.349143842785801,0.13999999999999993,-0.49912384508930074
-0.34953278945296246,0.13999999999999993,-0.4992906649017065
-0.3506255868859018,0.13999999999999993,-0.49930540484427643
-0.35339846651922746,0.13999999999999993,-0.4992230611418832
-0.3571851037740904,0.13999999999999993,-0.4990085584348818
-0.36137839797445037,0.13999999999999993,-0.49862557412342123
-0.3649896811848637,0.13999999999999993,-0.4979040731667074
-0.3693944794129182,0.13999999999999993,-0.497162717302377
-0.3693070621473333,0.13999999999999993,-0.49579205969025636
-0.37426132581177923,0.13999999999999993,-0.494357348032044
-0.37941644290965204,0.13999999999999993,-0.4926583969020977
-0.38480065700587973,0.13999999999999993,-0.4906799142590974
-0.3867690936620854,0.13999999999999993,-0.48841268062640064
-0.38613367362270345,0.13999999999999993,-0.48585617452345964
-0.3837977486876658,0.13999999999999993,-0.48312355809022844
-0.3799894787915844,0.13999999999999993,-0.4804169324500704
-0.37690271464658226,0.13999999999999993,-0.4759969950724414
-0.3789447495440412,0.13999999999999993,-0.4661228856107445
-0.3806998889216723,0.13999999999999993,-0.4550997741823297
-0.38208402295300914,0.13999999999999993,-0.4428502376786921
-0.3828347972596229,0.13999999999999993,-0.42951634424722585
-0.3828635612679482,0.13999999999999993,-0.41539154126095623
-0.3823499076244684,0.13999999999999993,-0.40038596163139006
-0.38074177411044197,0.13999999999999993,-0.3848261461960651
-0.3771060271673144,0.13999999999999993,-0.36962974546374144
-0.3709638815621121,0.13999999999999993,-0.35519060447657713
-0.3630688461644769,0.13999999999999993,-0.34113486698070006
-0.35450461498280567,0.13999999999999993,-0.3271823125883146
-0.3453029094988955,0.13999999999999993,-0.31324127344600394
-0.33541783221373944,0.13999999999999993,-0.2994615564030542
-0.3257306623281695,0.13999999999999993,-0.2860183130641454
-0.3165775110686301,0.13999999999999993,-0.27292348482999085
-0.31621331805158814,0.13999999999999996,-0.2610943502383122
-0.30899425593058005,0.13999999999999999,-0.25942417168929804
-0.3011953148497897,0.13999999999999999,-0.24694447002786232
-0.2942346171396777,0.13999999999999999,-0.23476518271550254
-0.28813665674429356,0.13999999999999999,-0.22296592441825402
-0.2830933824609222,0.13999999999999999,-0.21190520983647804
-0.2793053955352862,0.13999999999999999,-0.20166425628035334
-0.276670413947011,0.13999999999999999,-0.19204396683420116
-0.2749901847462961,0.13999999999999999,-0.18292525564662143
