X,Y,Z
-0.6140879124942171,0.21799999999999992,-0.24999743185992346
-0.6161677804335015,0.21799999999999992,-0.2455971723690768
-0.618130835003553,0.21799999999999992,-0.24138988209808576
-0.6194253160823813,0.21799999999999992,-0.23860324328414548
-0.6200577534574745,0.21799999999999992,-0.23722792444094792
-0.6205152092521429,0.21799999999999992,-0.23631438406222355
-0.6209782315903928,0.21799999999999992,-0.23555206708846657
-0.6213718021478974,0.21799999999999992,-0.23504333981571973
-0.621779875407468,0.21799999999999992,-0.23462418143723265
-0.6221933746218485,0.21799999999999992,-0.23430626361450788
-0.622565191410209,0.21799999999999992,-0.23409744432100985
-0.6229377800088299,0.21799999999999992,-0.23394707131570974
-0.6233887442669064,0.21799999999999992,-0.23379982995766546
-0.6238814681680614,0.21799999999999992,-0.23364231905584582
-0.6243733378881289,0.21799999999999992,-0.23351245462929254
-0.6248422492375894,0.21799999999999992,-0.2334288257390331
-0.6251725032518608,0.21799999999999992,-0.23340800415084878
-0.6252881164667449,0.21799999999999992,-0.23346796582804796
-0.6253801569186239,0.21799999999999992,-0.2334573202734297
-0.6255463183486326,0.21799999999999992,-0.23330876087707195
-0.6258629741277894,0.21799999999999992,-0.23298364641444733
-0.6265249989660912,0.21799999999999992,-0.23233236396937196
-0.6275093139064617,0.21799999999999992,-0.23139573933365737
-0.6287007485085098,0.21799999999999992,-0.23010679819390814
-0.6299932237110855,0.21799999999999992,-0.2284165614195229
-0.6314329332170914,0.21799999999999992,-0.2263099085094058
-0.6332165698401082,0.21799999999999992,-0.22355738181048926
-0.6354331732738613,0.21799999999999992,-0.220092079091781
-0.6379485535410039,0.21799999999999992,-0.21588273089677804
-0.6406977195026436,0.21799999999999992,-0.21089390174463282
-0.6436502814521812,0.21799999999999992,-0.2050911809765454
-0.6463243599184431,0.21799999999999992,-0.1986228207899525
-0.6484527509184894,0.21799999999999992,-0.1916271513177058
-0.6501607306009579,0.21799999999999992,-0.18399002257107688
-0.651471713479803,0.21799999999999992,-0.17566048356696648
-0.6521304812497424,0.21799999999999992,-0.1667808388453857
-0.6519264329343493,0.21799999999999994,-0.1575761272035491
-0.6508777264805192,0.21799999999999994,-0.1480358868587794
-0.648956162713712,0.21799999999999994,-0.13817623460472514
-0.6461797216959649,0.21799999999999994,-0.1280693879773659
-0.6427316609419417,0.21799999999999994,-0.11747582213969249
-0.6387358415687159,0.21799999999999994,-0.10640144725743678
-0.6335623330597479,0.21799999999999994,-0.0954987480239938
-0.6269384428496143,0.21799999999999994,-0.08499355914391485
-0.6196639744328862,0.21799999999999994,-0.07461755794482314
-0.6118884469526242,0.21799999999999994,-0.06440543573857656
-0.60365057351165,0.21799999999999994,-0.05428814408886705
-0.595616399750521,0.21799999999999994,-0.04388320841771551
-0.587726373526186,0.21799999999999994,-0.03321254764161877
-0.5798102062709034,0.21799999999999994,-0.022638227007398343
-0.5718996510075594,0.21799999999999994,-0.012170260333703636
-0.5640499804199405,0.21799999999999994,-0.001800565119798564
-0.556204734008207,0.21799999999999994,0.008252586606247184
-0.5482968856961816,0.21799999999999994,0.01789701001086058
-0.5405655308853801,0.21799999999999994,0.02717914847995906
-0.5333084647774102,0.21799999999999994,0.03632602937506041
-0.5266179831518525,0.21799999999999994,0.04542870813057519
-0.520263542287633,0.21799999999999994,0.05422633356491602
-0.5139762881865813,0.21799999999999994,0.062330559529026816
-0.5078938727168422,0.21799999999999994,0.06982420976430376
-0.5024063762325399,0.21799999999999994,0.07716959132611172
-0.49759013566237387,0.21799999999999994,0.08443696739798079
-0.4930577846062832,0.21799999999999994,0.09124872022631507
-0.4887019408271659,0.21799999999999994,0.09764730263767102
-0.48482829781692727,0.21799999999999994,0.1039725570845985
-0.48134760304620455,0.21799999999999994,0.10994226604310232
-0.478019777546967,0.21799999999999994,0.11518003156783957
-0.47498416264166093,0.21799999999999994,0.11990294180660042
-0.472442225661576,0.21799999999999994,0.12442109101219405
-0.47039793181505707,0.21799999999999997,0.1287594564136874
-0.46880448667976904,0.21799999999999997,0.1330166597856286
-0.4676071695976468,0.21799999999999997,0.13725614691457522
-0.46701838676261526,0.21799999999999997,0.14134990205824227
-0.4672479111542991,0.21799999999999997,0.14527121723823555
-0.4682006214023825,0.21799999999999997,0.14897402225174566
