-0,4094867;-0,473473015;-0,394990792;-0,461326608;;;;;;;;;0,014495908;0,012146407;;0,008284417
-0,404342996;-0,477072155;-0,390095289;-0,467480585;;;;;;;;;0,014247707;0,00959157;;0,006969612
-0,399170131;-0,480611704;-0,384912163;-0,472335096;;;;;;;;;0,014257968;0,008276608;;
-0,393843888;-0,484178693;-0,379760766;-0,476272107;;;;;;;;;0,014083122;0,007906586;;
-0,388227802;-0,48787402;-0,37483882;-0,479529806;;;;;;;;;0,013388982;0,008344214;;
-0,382972409;-0,491180317;-0,37027208;-0,482263477;;;;;;;;;0,012700329;0,00891684;;
-0,378001206;-0,494167739;-0,366141717;-0,484579257;;;;;;;;;0,011859489;0,009588482;;
-0,373382743;-0,496834143;-0,362499692;-0,486552685;;;;;;;;;0,010883051;0,010281458;;
-0,369114872;-0,499161525;-0,359377622;-0,488238875;;;;;;;;;0,00973725;0,01092265;;
-0,366990905;-0,500145075;-0,356792101;-0,489678209;;;;;;;;;0,010198804;0,010466866;;
-0,365155083;-0,501153961;-0,354748088;-0,490899679;;;;;;;;;0,010406995;0,010254282;;
-0,36231664;-0,502834085;-0,353241237;-0,491923083;;;;;;;;;0,009075403;0,010911002;;
-0,360509901;-0,504198739;-0,352259627;-0,492760693;;;;;;;;;0,008250274;0,011438046;;
-0,359106486;-0,505292905;-0,351785162;-0,493418705;;;;;;;;;0,007321324;0,0118742;;
-0,358086551;-0,50614469;-0,351794764;-0,493898615;;;;;;;;;0,006291787;0,012246075;;
-0,357431232;-0,506701436;-0,352261432;-0,49419855;;;;;;;;;0,0051698;0,012502886;;
-0,357022101;-0,50698701;-0,353155189;-0,494314526;;;;;;;;;0,003866912;0,012672484;;
-0,356818354;-0,507058447;-0,354443915;-0,494241587;;;;;;;;;0,002374439;0,01281686;;
-0,356932749;-0,506945606;-0,356094063;-0,493974736;;;;;;;;;0,000838686;0,01297087;;
-0,357329217;-0,50672748;-0,358071232;-0,493509585;;;;;;;;;0,000742015;0,013217895;;
-0,357895656;-0,506476678;-0,360340573;-0,492842666;;;;;;;;;0,002444917;0,013634012;;
-0,359570887;-0,505965034;-0,362867013;-0,491971349;;;;;;;;;0,003296126;0,013993685;;
-0,359201693;-0,505700818;-0,365615278;-0,49089335;;;;;;;;;0,006413585;0,014807468;;
-0,357156447;-0,505147615;-0,36854971;-0,489605858;;;;;;;;;0,011393263;0,015541757;;
-0,356002225;-0,504590608;-0,371633892;-0,488104327;;;;;;;;;0,015631667;0,016486281;;
-0,360237727;-0,504263101;-0,374830101;-0,486381048;;;;;;;;;0,014592374;0,017882053;;
-0,364618561;-0,503706215;-0,378098633;-0,484423634;;;;;;;;;0,013480072;0,019282581;;
-0,369035287;-0,502861835;-0,381397071;-0,48221358;;;;;;;;;0,012361784;0,020648255;;
-0,373426148;-0,501764731;-0,384679568;-0,479725091;;;;;;;;;0,01125342;0,02203964;;
-0,377314015;-0,500524509;-0,38789626;-0,476924356;;;;;;;;;0,010582245;0,023600153;;
-0,380354553;-0,499191115;-0,390992894;-0,47376943;;;;;;;;;0,010638341;0,025421685;;
-0,381739578;-0,498013004;-0,393910809;-0,470210872;;;;;;;;;0,012171231;0,027802132;;
-0,384657133;-0,496862159;-0,396587347;-0,466193188;;;;;;;;;0,011930214;0,030668971;;
-0,385847075;-0,495203725;-0,398956788;-0,461657106;;;;;;;;;0,013109713;0,033546619;;
-0,386692221;-0,49279923;-0,400951852;-0,456542601;;;;;;;;;0,014259631;0,036256629;;
-0,392098326;-0,485473562;-0,402505766;-0,450792516;;;;;;;;;0,01040744;0,034681046;;
-0,397123539;-0,476782332;-0,403554841;-0,444356557;;;;;;;;;0,006431302;0,032425775;;
-0,401409939;-0,466915733;-0,404041442;-0,437195363;;;;;;;;;0,002631503;0,02972037;;
-0,40476377;-0,456033543;-0,40391718;-0,429284339;;;;;;;;;0,00084659;0,026749204;;
-0,406891417;-0,444413496;-0,403146105;-0,420616913;;;;;;;;;0,003745312;0,023796583;;
-0,407695994;-0,432151529;-0,401707652;-0,411206925;;;;;;;;;0,005988342;0,020944604;;
-0,407277801;-0,419269309;-0,399599084;-0,401089901;;;;;;;;;0,007678717;0,018179408;;
-0,40582323;-0,405937039;-0,396837203;-0,390323062;;;;;;;;;0,008986027;0,015613977;;
-0,403511084;-0,39212009;-0,393459133;-0,378984031;;;;;;;;;0,010051951;0,013136059;;
-0,400303794;-0,377984434;-0,389522082;-0,3671683;;;;;;;;;0,010781712;0,010816134;;
-0,396107136;-0,364035187;-0,385102032;-0,354985625;;;;;;;;;0,011005104;0,009049562;;
-0,393804604;-0,352811893;-0,380291436;-0,342555632;;;;;;;;;0,013513168;0,010256261;;
-0,391706279;-0,34984888;-0,375196052;-0,330002918;;;;;;;;;0,016510227;0,019845962;;
-0,385451362;-0,336498742;-0,369931139;-0,317452021;;;;;;;;;0,015520223;0,019046721;;
-0,379037428;-0,323371424;-0,364617263;-0,305022561;;;;;;;;;0,014420165;0,018348863;;
