-0,429259254;-0,45026174;;;;;;;-0,404846069;-0,451688215;;0,024413185;0,001426475;;0,008167504
-0,424262588;-0,454850859;;;;;;;-0,403678533;-0,455373108;;0,020584055;0,000522249;;0,006614557
-0,419268191;-0,459336762;;;;;;;-0,401635579;-0,458579427;;0,017632612;0,000757335;;
-0,414689236;-0,46339015;;;;;;;-0,399199078;-0,461376414;;0,015490158;0,002013736;;
-0,41073331;-0,466872088;;;;;;;-0,396686474;-0,463807894;;0,014046836;0,003064194;;
-0,407334777;-0,4699284;;;;;;;-0,394298343;-0,465908645;;0,013036434;0,004019755;;
-0,404204979;-0,472676988;;;;;;;-0,392151509;-0,467711101;;0,01205347;0,004965887;;
-0,401382176;-0,475142677;;;;;;;-0,390302751;-0,469247556;;0,011079425;0,005895121;;
-0,398809202;-0,47731658;;;;;;;-0,388766246;-0,470550439;;0,010042956;0,006766141;;
-0,397949353;-0,477989467;;;;;;;-0,387526687;-0,471651868;;0,010422666;0,006337599;;
-0,396269296;-0,479255371;;;;;;;-0,386549356;-0,472582992;;0,00971994;0,006672379;;
-0,39403835;-0,48097134;;;;;;;-0,385787963;-0,473373338;;0,008250387;0,007598002;;
-0,392114927;-0,482475091;;;;;;;-0,385190794;-0,474050208;;0,006924133;0,008424883;;
-0,390408426;-0,483823147;;;;;;;-0,384705556;-0,474638134;;0,00570287;0,009185013;;
-0,388845958;-0,485072037;;;;;;;-0,384283159;-0,475158393;;0,004562799;0,009913644;;
-0,38747764;-0,486185344;;;;;;;-0,383880632;-0,475628583;;0,003597008;0,010556761;;
-0,386427678;-0,487064121;;;;;;;-0,383463291;-0,47606228;;0,002964387;0,011001841;;
-0,385755147;-0,487645641;;;;;;;-0,383006255;-0,476468804;;0,002748892;0,011176837;;
-0,385399247;-0,487983997;;;;;;;-0,38249537;-0,476853112;;0,002903877;0,011130885;;
-0,385271476;-0,488153717;;;;;;;-0,38192761;-0,477215848;;0,003343866;0,010937869;;
-0,385277817;-0,488192676;;;;;;;-0,381310975;-0,477553568;;0,003966842;0,010639108;;
-0,385464385;-0,488079745;;;;;;;-0,380663941;-0,477859128;;0,004800444;0,010220617;;
-0,385867201;-0,487830326;;;;;;;-0,380014481;-0,47812224;;0,00585272;0,009708086;;
-0,386022535;-0,487750824;;;;;;;-0,379398711;-0,47833016;;0,006623824;0,009420664;;
-0,386306312;-0,487455502;;;;;;;-0,378859191;-0,478468472;;0,007447121;0,00898703;;
-0,386882688;-0,486997536;;;;;;;-0,37844294;-0,478521926;;0,008439748;0,00847561;;
-0,387583128;-0,486557306;;;;;;;-0,378199225;-0,478475274;;0,009383903;0,008082032;;
-0,388480203;-0,486108259;;;;;;;-0,378177199;-0,478314074;;0,010303004;0,007794185;;
-0,389488459;-0,485684894;;;;;;;-0,378423459;-0,478025401;;0,011065;0,007659493;;
-0,390397777;-0,485469644;;;;;;;-0,378979639;-0,477598462;;0,011418138;0,007871182;;
-0,391245515;-0,48546117;;;;;;;-0,379880109;-0,477025077;;0,011365406;0,008436093;;
-0,390872031;-0,485521012;;;;;;;-0,381149904;-0,47630004;;0,009722127;0,009220972;;
-0,389659119;-0,485618816;;;;;;;-0,382802961;-0,475421368;;0,006856158;0,010197448;;
-0,386820897;-0,485938458;;;;;;;-0,384840772;-0,474390446;;0,001980125;0,011548012;;
-0,383140308;-0,486347805;;;;;;;-0,387251527;-0,47321209;;0,004111219;0,013135715;;
-0,380783299;-0,486753373;;;;;;;-0,390009794;-0,471894535;;0,009226495;0,014858838;;
-0,38157586;-0,48705363;;;;;;;-0,393076794;-0,470449361;;0,011500934;0,016604269;;
-0,382896528;-0,487089459;;;;;;;-0,396401276;-0,46889132;;0,013504748;0,018198139;;
-0,385146935;-0,48657025;;;;;;;-0,399920957;-0,467238055;;0,014774022;0,019332195;;
-0,388671004;-0,485123821;;;;;;;-0,403564504;-0,465509665;;0,0148935;0,019614156;;
-0,393708023;-0,482422888;;;;;;;-0,407253949;-0,463728058;;0,013545926;0,01869483;;
-0,400230511;-0,478377405;;;;;;;-0,410907444;-0,461916048;;0,010676933;0,016461357;;
-0,40813813;-0,472963131;;;;;;;-0,414442217;-0,460096168;;0,006304087;0,012866963;;
-0,41732035;-0,466130407;;;;;;;-0,417777573;-0,458289166;;0,000457223;0,007841241;;
-0,425113846;-0,460136467;;;;;;;-0,420837801;-0,456512211;;0,004276045;0,003624256;;
-0,428146917;-0,458413302;;;;;;;-0,423554831;-0,454776857;;0,004592086;0,003636445;;
-0,429298423;-0,457813541;;;;;;;-0,425870511;-0,453086845;;0,003427912;0,004726696;;
-0,432191579;-0,45649424;;;;;;;-0,427738405;-0,451435889;;0,004453174;0,005058351;;
-0,435151301;-0,455109368;;;;;;;-0,429125041;-0,449805581;;0,00602626;0,005303787;;
-0,437968177;-0,453688931;;;;;;;-0,430010562;-0,448163619;;0,007957615;0,005525312;;
-0,440698686;-0,452204398;;;;;;;-0,430388783;-0,446462525;;0,010309903;0,005741873;;
-0,443202756;-0,450780026;;;;;;;-0,430266666;-0,444639058;;0,01293609;0,006140968;;
-0,445429068;-0,449420045;;;;;;;-0,429663257;-0,442614467;;0,015765811;0,006805578;;
-0,446506527;-0,448032703;;;;;;;-0,428608145;-0,440295723;;0,017898382;0,00773698;;
-0,442783009;-0,446872685;;;;;;;-0,427139512;-0,437577796;;0,015643497;0,009294889;;
-0,438577487;-0,445244384;;;;;;;-0,425301843;-0,434346994;;0,013275644;0,01089739;;
-0,434714117;-0,442531656;;;;;;;-0,423143412;-0,43048528;;0,011570705;0,012046376;;
-0,430793196;-0,439035624;;;;;;;-0,420713645;-0,425875448;;0,010079551;0,013160176;;
-0,427005086;-0,434672314;;;;;;;-0,418060495;-0,420406904;;0,008944591;0,01426541;;
-0,423449374;-0,429217234;;;;;;;-0,415227989;-0,413981759;;0,008221385;0,015235475;;
-0,420208958;-0,422478487;;;;;;;-0,412254124;-0,406520879;;0,007954834;0,015957608;;
