-6.425228688839378366e-01,-1.154876579314203444e-16,-1.100834094322920148e-01
-6.412683655396933524e-01,-1.146578981397512377e-16,-1.083380205655297135e-01
-6.400656293862925228e-01,-1.138679756503700715e-16,-1.066708604933980648e-01
-6.392964193913820425e-01,-1.133624677665907915e-16,-1.056018795740543553e-01
-6.390128913367528751e-01,-1.131673974222442467e-16,-1.051744380377425681e-01
-6.389963519880145215e-01,-1.131389323590962243e-16,-1.050557882674271193e-01
-6.391701818038859617e-01,-1.132119416351015464e-16,-1.050626109043991119e-01
-6.394174909013379260e-01,-1.133709542660290787e-16,-1.053374394107031986e-01
-6.395322512776790980e-01,-1.135759945979033674e-16,-1.060500809261268051e-01
-6.395566344872337661e-01,-1.138196757873070247e-16,-1.070866762247821569e-01
-6.396134411526400720e-01,-1.141016413962922290e-16,-1.082092307089611016e-01
-6.396767044983499018e-01,-1.144254085189258588e-16,-1.094565936264438877e-01
-6.397060946388879454e-01,-1.147390769666001473e-16,-1.107105888887254252e-01
-6.397446868766761829e-01,-1.150329764291623162e-16,-1.118683356596155420e-01
-6.397780382407532995e-01,-1.152873517121811842e-16,-1.128687849039671232e-01
-6.397772981423329730e-01,-1.154340176942171610e-16,-1.135080388728720857e-01
-6.397844039670214089e-01,-1.154848602800654589e-16,-1.137683136956705587e-01
-6.398113869546754318e-01,-1.154573001526173691e-16,-1.136886720084581415e-01
-6.398327944431868586e-01,-1.153348044989193151e-16,-1.132531684935539629e-01
-6.397744983147932718e-01,-1.151144351915076462e-16,-1.125281890078617120e-01
-6.395728182461126732e-01,-1.148050358036620977e-16,-1.115828162549558078e-01
-6.391711035089832071e-01,-1.143833065031476025e-16,-1.104263834150387424e-01
-6.386984928294872077e-01,-1.138190789648007225e-16,-1.088147562941189916e-01
-6.384063154972238197e-01,-1.130669674676085675e-16,-1.062057180620818858e-01
-6.384706218888879237e-01,-1.121228001910077532e-16,-1.022568918927023729e-01
-6.388464742955368703e-01,-1.109812573098573690e-16,-9.695764188499472747e-02
-6.406309310583800931e-01,-1.047906800176187016e-16,-9.065140506642541118e-02
-6.417151102828586584e-01,-1.036258469357430692e-16,-8.406123014502675517e-02
-6.420181983870895115e-01,-1.016594702161411393e-16,-7.511094829213456336e-02
-6.418267893443828642e-01,-9.943792462678718024e-17,-6.563658801683477928e-02
-6.411357555635888161e-01,-9.695993867753926829e-17,-5.560241842038497750e-02
-6.398655582013138554e-01,-9.423809768977889471e-17,-4.517900444751261901e-02
-6.377532022025493852e-01,-9.124664043493943845e-17,-3.467137617985136672e-02
-6.348839701029950211e-01,-8.801099581107868464e-17,-2.402027355160717831e-02
-6.314760390005953461e-01,-8.458988076524144273e-17,-1.308920509853919723e-02
-6.275295198917318906e-01,-8.097701436269862047e-17,-1.795893318463540056e-03
-6.231720980917275776e-01,-7.722347316020118374e-17,9.890825830205521307e-03
-6.184877765993914700e-01,-7.335414238482214647e-17,2.205544633933058385e-02
-6.133874943361247167e-01,-6.936139071623535356e-17,3.462630945073213312e-02
-6.078987938958066994e-01,-6.532688107464372776e-17,4.724383480834654786e-02
-6.019328557007446179e-01,-6.125673400130143295e-17,5.970821531632094364e-02
-5.955313667176549419e-01,-5.718017646712451467e-17,7.193061954406598790e-02
-5.886685813770964337e-01,-5.310950635907578932e-17,8.377867795813603857e-02
-5.814857778674540345e-01,-4.906676246367026725e-17,9.541912198868129913e-02
-5.740143434251515631e-01,-4.503937747134970158e-17,1.070526787354478815e-01
-5.661820398354288075e-01,-4.103869114146206279e-17,1.184863897675892952e-01
-5.581055248191219009e-01,-3.710296004029084731e-17,1.297072856623167347e-01
-5.499605415255351959e-01,-3.327016962248265391e-17,1.408590717629025213e-01
-5.415914368155685388e-01,-2.953079991144403406e-17,1.516504193283157720e-01
-5.331145479908593332e-01,-2.593331784894204928e-17,1.619457249374140206e-01
-5.247433884657632941e-01,-2.247918347650495287e-17,1.722996623601766308e-01
-5.164252178283484929e-01,-1.914141405455459860e-17,1.829314278543667516e-01
-5.080355143277944796e-01,-1.591951020674942429e-17,1.936212252618278451e-01
-4.994744551963575807e-01,-1.278720560303171348e-17,2.045570869157425642e-01
-4.906941453296740918e-01,-9.750967610885719723e-18,2.159317536998189846e-01
